id sex trait
1 1 -1.14875850212729
2 0 -1.10623502076829
3 1 -0.479961898484472
4 1 1.62730950776479
5 1 -0.94379291278009
6 0 0.0127053820765056
7 0 0.562908011342927
8 0 -1.50838534875643
9 0 -0.129595806367332
10 1 0.334257884720093
11 0 1.57210410345882
12 1 0.220889799105452
13 1 -0.214193585844411
14 0 -1.15257980959385
15 0 1.20376950690245
16 1 1.67309847670802
17 0 0.497044737505776
18 0 0.953271604597605
19 0 0.485137999802471
20 1 0.876479771856896
21 0 -0.701159170848103
22 1 -1.46015608344392
23 1 -0.0820340793840218
24 0 1.45027655196792
25 1 -0.0139751107665625
26 1 0.378506191936542
27 0 0.356744049712239
28 1 -0.105612459792974
29 0 0.660606805482933
30 1 0.12638690731723
31 0 -0.324329447540999
32 1 -0.143959905284546
33 0 -2.16495067534345
34 1 0.345774669996225
35 0 0.764054040770284
36 1 -0.366026916220106
37 1 1.16206866173084
38 1 1.92245497952210
39 0 -1.61606936752475
40 0 -0.210036605570894
41 1 -0.468134932011697
42 0 -0.961863768869138
43 1 0.334927739318186
44 0 0.632918196798022
45 1 -0.0218556122255333
46 0 0.512821028856437
47 1 0.194524229153923
48 0 -1.19506020650227
49 0 0.441622382685385
50 1 0.705176792339703
51 1 -0.821209403644307
52 0 0.634243153840641
53 0 -2.20496718585682
54 0 -0.806026255883598
55 1 -1.73119906788970
56 0 -0.697161751270945
57 1 -1.29061991397475
58 1 1.07564438455564
59 0 0.885647191399164
60 0 1.27411585435769
61 0 -0.597174724278264
62 1 -0.0553839292851817
63 0 1.72940432116945
64 0 -0.622645207441756
65 1 -0.191883949573270
66 1 -1.57746010634698
67 0 0.235152449962201
68 1 0.644157146889678
69 1 -0.836721006940858
70 0 -1.24484422431719
71 0 -1.14628923893373
72 0 -0.265725455226094
73 1 -0.423430023752413
74 0 0.939320498909042
75 0 0.288295913750216
76 0 -0.757770165347095
77 1 0.547814677844095
78 1 0.682358563819577
79 0 0.84468702382143
80 0 0.921869421236982
81 0 0.0549062765817673
82 1 -0.269965784436993
83 0 0.374662680369357
84 1 1.32526470295029
85 1 -0.425280078078535
86 1 0.121535469575870
87 0 -0.0519280068068502
88 1 0.0920376742632829
89 1 0.406588640778313
90 1 0.305723550887924
91 1 1.78758117671843
92 0 -1.40429673758845
93 1 1.40705367801684
94 0 0.0848163657059256
95 1 0.838181140467007
96 0 -0.381521493560974
97 1 -0.0171980770855403
98 1 -0.00901129492849362
99 0 -1.06618088157556
100 0 1.04066575712262
101 1 0.671424501043696
102 1 -0.259823070758278
103 1 0.79614425874357
104 0 -0.959547504605263
105 1 1.70847671827522
106 0 -0.0388819820427235
107 1 0.22654316843186
108 0 -0.216097172022998
109 0 -0.550003051324117
110 0 2.10287761020182
111 1 1.28259010476741
112 0 -1.81813746174339
113 0 0.279380191580632
114 1 -0.849181641174053
115 0 0.944237131166531
116 0 0.126282728304334
117 0 1.37454147542079
118 1 -0.95932245596473
119 0 -0.343987441243869
120 1 0.325717341791861
121 1 -1.46242161601084
122 0 0.782208559260515
123 0 -0.29751691373537
124 0 0.875765638335095
125 1 0.639794234179449
126 0 -0.836483722121233
127 1 -1.34281642062154
128 1 -1.28139177773480
129 0 0.185297101692283
130 1 1.39642870104251
131 0 -1.49629121829623
132 1 -1.58693737086188
133 0 1.14765520026859
134 1 1.9242484629892
135 1 -0.935616886162687
136 1 -0.89969407245309
137 0 -0.508702255640467
138 0 3.15788365193098
139 1 0.0396410916573649
140 0 0.297934337577337
141 1 0.831411355970602
142 1 -0.00703269568012053
143 1 -1.42196304564947
144 0 -0.331796917236967
145 0 -0.175340388354730
146 1 0.563142957476947
147 0 0.339185225470447
148 0 1.88266463444912
149 1 0.781786297418708
150 1 -0.0609800268024523
151 0 -0.556399535099172
152 0 0.626677416341443
153 0 -0.161494704260632
154 1 0.105749562626233
155 0 -1.00580323351383
156 1 0.232789605886787
157 1 -0.492780917833242
158 1 1.08461079201648
159 0 -1.61933247500661
160 1 -0.176351591114006
161 0 -0.00583420168457341
162 0 0.870122299029608
163 1 -1.77384865930542
164 0 -1.78343075318827
165 1 0.516995468751018
166 1 -0.790597988471906
167 1 -0.145675709612424
168 0 0.764432780100022
169 0 1.16679741146292
170 1 1.05911613763006
171 0 0.814825640844456
172 1 0.61010713605465
173 1 0.0937549486811055
174 0 -0.177944008913983
175 1 -0.737880632135785
176 0 0.745109471630878
177 1 0.0845730692086165
178 0 1.77551027073964
179 1 0.433390181209448
180 1 0.261849415421146
181 0 -0.475382310733523
182 0 0.874039907324045
183 1 0.285610017181422
184 0 1.18708512018992
185 1 0.363227867528216
186 1 0.211988142620893
187 1 1.07317808379382
188 0 1.22248771962269
189 1 1.96481705467920
190 0 2.77526249062238
191 0 1.04830838594739
192 1 -0.792662371684555
193 0 0.266405810279539
194 0 -1.20628929183938
195 1 -0.670287130660516
196 0 -0.110783179845994
197 0 -1.16382352296100
198 1 -0.439398652471182
199 1 -0.953123048088434
200 1 0.557681448970532
201 0 0.686743942422272
202 0 -1.22016552664025
203 0 2.09139393577277
204 0 1.16944344292870
205 1 -0.335420828332396
206 0 0.397753011523671
207 0 1.45308230167461
208 1 -0.258505066664889
209 0 0.421673158027315
210 1 0.0739748773982509
211 1 1.59551348773902
212 1 -1.07424999700318
213 0 -0.00626020126774629
214 1 0.450537254470812
215 1 0.488833661586955
216 0 1.56252987788305
217 1 0.120109186271454
218 0 -1.18705293921691
219 1 -0.456391459792366
220 0 1.58074206621343
221 1 0.121609118319989
222 0 -0.28661000322619
223 0 0.101560771421703
224 1 -1.59270250849065
225 0 0.391436126430827
226 0 -0.268325664327072
227 0 -0.254746890676047
228 1 0.978172187303412
229 0 0.682335717402564
230 1 0.919786937904619
231 1 0.511664145294379
232 1 0.948157984933614
233 0 -0.919455490847534
234 0 -1.69953963909443
235 0 0.121498851948215
236 1 0.186336840918976
237 0 0.433915442518250
238 0 -0.922145515872791
239 1 -0.88632208045797
240 0 -1.64339636065095
241 0 0.166692066491227
242 0 1.41907463931215
243 1 -0.35476084284112
244 0 1.65511363605455
245 1 -0.127097003640885
246 0 0.096103712041066
247 0 -0.477305961918033
248 1 -1.89121867151895
249 0 0.871639152582676
250 0 1.43276158435587
251 0 0.564361779536139
252 1 -0.484361749166677
253 0 -1.46756111364995
254 0 0.84057464434263
255 0 -0.536921987833752
256 1 -0.610566091588894
257 0 2.01832353030142
258 0 0.021208714568424
259 0 0.331640803442414
260 0 2.03812212295374
261 1 0.0868511774487257
262 0 0.281253423549487
263 0 0.309097844582889
264 1 -0.613842352901222
265 0 0.582429275289402
266 1 1.12254651187159
267 0 1.38543230341747
268 1 0.947244254805342
269 1 0.0279876814810964
270 0 -1.15468980605442
271 0 0.666837451462882
272 1 -1.54683254036936
273 1 0.70207678564723
274 0 0.145752565654466
275 1 1.42480698316695
276 1 -1.45676707353548
277 1 1.32976979256220
278 0 -1.15860034094843
279 0 1.00988746216909
280 1 2.50012155051352
281 1 0.893234289286446
282 0 0.83796521634477
283 1 1.54080258571957
284 1 0.885969410066998
285 0 -1.86340686616849
286 0 0.48791352491801
287 0 -0.815643765297288
288 1 0.124440222635938
289 0 0.808888694360175
290 1 -1.18008377235848
291 1 -0.788925002356077
292 1 1.88924191778992
293 0 0.0976845241545525
294 0 1.03119634592720
295 0 -0.934368581645335
296 0 -1.00859658570427
297 1 0.804439035417508
298 0 -0.828963665499861
299 0 -0.74808118797571
300 1 2.08316552604109
301 1 0.365841133545659
302 0 0.0320690854658273
303 0 -0.496019157529686
304 0 1.43681973891096
305 1 1.43070391971158
306 0 -1.37651565742637
307 0 0.65728006719347
308 1 0.500662668392313
309 1 -0.176394028528766
310 0 0.236383946816026
311 1 0.0268664309377635
312 0 -1.33765939734117
313 1 -0.865002131965923
314 1 -0.625759194182145
315 0 -0.722632360247101
316 0 0.078776114561568
317 1 -0.527082945898043
318 0 -0.97457476735467
319 1 -2.33429271641979
320 0 1.53540278580878
321 0 -0.817714524871933
322 1 -0.417127977656081
323 1 -0.69581511813428
324 0 1.26827801358226
325 0 -1.05907400051756
326 0 -0.668780092407668
327 1 1.00227524418424
328 0 -0.960214497887734
329 0 0.334844002781941
330 0 -0.917129835959142
331 0 -0.360726156245065
332 1 -0.803982670064557
333 0 0.912377989504889
334 1 -1.07685849263969
335 0 1.08760631583695
336 1 -0.0402070312197271
337 0 -1.65799224786646
338 0 1.42597935546733
339 0 -0.571886034712752
340 1 1.30992105460784
341 0 -0.0839235973530602
342 0 2.28024034020253
343 1 -0.213892414614275
344 0 1.43011530618242
345 1 1.23663069768295
346 1 1.51855462254778
347 0 -0.459109093706301
348 0 -0.632227835878127
349 0 -0.260950332280615
350 1 0.821529607321226
351 0 0.61983465992617
352 1 0.50346165645472
353 0 -1.3135692156587
354 1 -0.85558590313044
355 1 -0.293521144202132
356 0 0.576173454577598
357 1 0.637175147188755
358 0 0.404132753377219
359 0 1.97926913533338
360 1 1.28112824852579
361 0 0.472733775153261
362 0 1.65631099538277
363 0 0.082409190988607
364 1 -0.0296982790930449
365 0 -1.21501859106548
366 1 0.7818782811951
367 0 1.48881617018641
368 1 -0.419976819991764
369 0 -0.0339555369522321
370 0 -0.137640495247051
371 1 0.553258546081725
372 1 -0.663080508413805
373 0 -0.11993331572913
374 0 0.858639272546176
375 1 -0.473983115644514
376 1 1.17834130078718
377 0 1.20935498049157
378 0 1.30296101271725
379 1 0.282757137223947
380 0 1.03161421860845
381 1 1.29921546052702
382 1 -1.46717982774195
383 0 -0.430486624406022
384 0 0.268033530973105
385 0 -0.581951374093938
386 1 -0.201225782423563
387 0 0.497085437281992
388 1 0.557860841792234
389 0 -0.496073123348341
390 1 -0.967489648852562
391 0 -0.8477461434854
392 0 -1.19643053611209
393 0 -0.414285228149189
394 1 0.486357481998634
395 0 1.25211700406983
396 1 -1.12998719360701
397 1 1.85125760272370
398 1 0.0996650871494765
399 0 -0.0514578417119175
400 1 1.33169456433410
401 1 0.514082748008338
402 0 -0.0729110989434067
403 1 0.0728189997199726
404 1 2.02045703417639
405 1 0.486034045874494
406 0 -0.910569276455416
407 0 -0.0620380393607975
408 1 -1.33520270126545
409 0 1.28982833054577
410 1 0.119075608055076
411 1 0.639841021910468
412 0 0.727319504459601
413 1 -1.61686959573324
414 1 -0.163682958040057
415 0 0.178551260077437
416 1 1.79587518483108
417 1 -0.623844991735037
418 0 0.165629454885934
419 1 -1.27692132654221
420 0 0.702950667689045
421 0 2.39340312179319
422 1 0.539696043397985
423 0 0.918113051368368
424 1 0.208507516354192
425 1 -0.590444278638479
426 1 -0.717494273121381
427 0 0.290237745569597
428 1 -0.425042922621275
429 1 2.55430322995698
430 1 -1.18079962577582
431 0 0.059062796535037
432 1 -0.144765789242301
433 0 0.374751854865451
434 1 1.61922472738687
435 0 1.67188850358916
436 1 1.00987215218236
437 0 0.308335397286122
438 1 -0.251739810581733
439 1 -0.730376877846152
440 0 0.94487275764035
441 0 1.23251572338122
442 0 -0.981663944048762
443 1 1.08450367828659
444 0 -0.33164444408196
445 1 1.52971286014413
446 0 0.119614313397542
447 1 -0.743360734638283
448 0 0.454550248041846
449 1 1.17702698578282
450 1 -1.79610144621118
451 1 0.265862658466655
452 0 0.345874322443071
453 1 -0.0240030241164665
454 1 -0.935678129003429
455 1 0.575962468134337
456 1 2.73133750377864
457 0 0.270114410834943
458 1 2.17036816763756
459 1 1.55317016012322
460 1 0.272244026758938
461 0 -0.381215884139866
462 1 -0.755200377097337
463 1 -1.67923362251207
464 0 1.11934101842035
465 1 -1.06659868020839
466 1 -0.169246558763805
467 0 -0.779727655359082
468 1 -0.183135487238951
469 1 0.723752963798418
470 1 -0.87767409938971
471 0 0.817747934196327
472 1 -1.18873204645602
473 1 0.689066743148326
474 0 -0.934811562890402
475 0 0.402301588159484
476 1 2.11563747805316
477 1 1.70725728243832
478 0 0.315311576352412
479 1 0.311750065478529
480 0 1.66255965832417
481 1 0.779225442978586
482 1 0.420034110208353
483 0 -0.455544366730312
484 1 -0.680530897100917
485 1 1.64048204628558
486 1 -1.86062804091152
487 0 -0.912636968183097
488 0 -0.3947950274328
489 1 -0.299208319865048
490 0 -0.834070692082164
491 0 -0.510549709930968
492 1 0.101386341300455
493 1 -0.466036052031621
494 0 -0.0286424164713769
495 1 0.0257973230787905
496 1 1.05216455129848
497 0 0.08489496738514
498 1 2.20071266407680
499 0 0.718736534259028
500 1 -0.269227719576861
501 0 0.368321230093218
502 1 0.217400761718992
503 0 1.9666879082608
504 0 0.268591888099714
505 0 -0.0477758242477714
506 1 1.15336267823111
507 0 -0.219049950362415
508 1 0.969013214490775
509 1 0.560923486504606
510 1 0.625247500241909
511 0 0.531187409216459
512 1 0.200415381816869
513 1 -0.449821272395321
514 1 0.81103886632135
515 0 -0.213125499005902
516 0 -0.624528097024255
517 1 1.59688366450398
518 0 -2.32410092594308
519 1 0.365237115742934
520 1 0.246438753744773
521 1 0.871766966046555
522 0 2.00092538529826
523 1 1.79438044520544
524 0 0.688224092437174
525 0 1.20731103946399
526 1 -0.505022623290133
527 0 0.275558554083166
528 1 -0.128595737197289
529 0 -1.20946035009825
530 1 -0.101625606313358
531 0 0.95259553507899
532 1 0.532989181196887
533 1 0.82959428616453
534 1 2.2043591388548
535 0 0.169644839869256
536 0 0.679833571748528
537 1 1.35905129059620
538 0 -0.413384175798689
539 0 1.34827059385789
540 0 -0.521907490088105
541 1 -1.73567360609288
542 0 0.844112765919693
543 1 -0.171575711286708
544 1 0.575696271404532
545 1 0.135490003293931
546 0 0.174350244692771
547 0 0.779106405248745
548 0 -0.699474448277129
549 1 0.142997763715872
550 0 0.626198706438785
551 0 -1.63092241876869
552 1 0.196282680871766
553 0 -0.529914863887027
554 0 1.29338941850594
555 0 0.6584075363301
556 1 0.237060085086377
557 0 0.702006548747134
558 0 1.59674207555359
559 1 -1.15908575572221
560 0 1.71729730956529
561 0 0.292611055079329
562 0 0.186480522935887
563 1 -0.434724086324693
564 0 1.15118006991288
565 1 0.331964657482269
566 0 0.417519450092292
567 1 0.891209301950087
568 0 -0.0927316060672862
569 0 0.52341486388066
570 1 -0.393101695328526
571 0 1.09715121393332
572 0 -0.709795139759397
573 0 0.574152216547652
574 1 -0.58516637902776
575 0 1.38737896134892
576 0 0.749884927896011
577 1 -0.735125391936135
578 0 0.268998736722229
579 1 -0.644343224501214
580 1 0.333623113711303
581 1 2.01672350153151
582 0 0.0143383792460938
583 0 -1.62237887535279
584 1 1.21976428041423
585 0 -0.268250927172903
586 0 -0.235268726761586
587 0 1.23751829911063
588 0 0.602303702427216
589 1 0.562845012372777
590 0 1.97614017022422
591 0 1.11657428946665
592 0 0.621683381813418
593 1 -0.230125810373439
594 0 -0.69017230051925
595 0 -0.493224100334971
596 0 0.982611728411425
597 0 -0.0855326850378965
598 1 0.626530999437203
599 0 2.57533601358227
600 0 -0.798736915559395
601 1 1.08483375047468
602 0 0.528413343523314
603 1 0.468559289041632
604 0 1.27864920021225
605 0 1.45778286430129
606 1 1.11382103750143
607 0 0.917232864922564
608 1 1.22806919706327
609 1 1.94425878124054
610 0 2.03465866743623
611 1 0.787366963397484
612 0 0.384770953081859
613 1 0.938217880098493
614 0 -0.861322635938523
615 0 -1.26959472660669
616 1 -0.386301300163803
617 0 0.666373125224297
618 1 0.89447631416721
619 1 -0.63483490499675
620 0 -0.206272851098439
621 0 -0.239214485444770
622 0 -1.39907952994188
623 0 0.239983211499838
624 1 0.685000802415508
625 0 0.708393122402126
626 0 1.65677169644403
627 0 1.36588718125620
628 1 -1.35245740084622
629 0 0.214011311577298
630 0 -0.207273292736294
631 1 0.971332688504149
632 0 1.14773869190647
633 1 -1.49891433174524
634 0 1.25490833424100
635 1 0.954249546128548
636 1 0.532249678266918
637 0 -0.234745463945701
638 1 0.524579024902245
639 0 -0.801696992516224
640 1 -0.727966891012009
641 0 -1.39946694107356
642 1 -0.0788373458630915
643 0 1.59979648560291
644 1 0.586128552878027
645 0 0.839647721657013
646 1 2.58564842449892
647 0 1.64841301914024
648 1 1.14557074897236
649 1 -0.572369194244482
650 0 -0.781850832466376
651 0 -0.818946038040222
652 1 0.666802377454964
653 0 -0.162718266469198
654 1 0.0229995534531468
655 0 1.07110491582267
656 0 1.51041375021844
657 1 1.55394096349782
658 0 -1.60948566945736
659 0 -0.180400012962933
660 1 1.13730569049096
661 1 1.25790339988319
662 1 0.231419900645783
663 0 -0.186941562264948
664 1 -2.07508186200269
665 0 -0.908578631575434
666 1 0.0529989381804338
667 0 0.865112117382782
668 0 0.614250120547993
669 1 0.403918396625979
670 1 0.613501316329248
671 0 0.785375556410321
672 0 0.329504997770218
673 1 -0.903898104317887
674 0 0.427288906759629
675 0 -1.06849697746347
676 1 -0.514748478203063
677 0 -1.09013660657695
678 0 -1.04531745367914
679 1 -1.14833170938838
680 0 1.26035181053971
681 0 0.454815729644651
682 0 -0.750935371950265
683 1 -1.22371682010503
684 0 -2.00875053456299
685 1 -1.82910255142854
686 0 -0.259961808493385
687 1 0.196546240452293
688 0 0.52966828450482
689 0 0.414931713707288
690 0 -0.840978796761266
691 0 0.258403952607932
692 1 -0.851294625281986
693 0 -0.808184871542725
694 1 0.7821868671574
695 1 0.227694560963765
696 1 -1.08190488463961
697 0 -0.172077093390258
698 0 0.190473570902883
699 1 1.3820526977777
700 1 -0.978682744274886
701 0 1.18728590977273
702 0 0.836748383266583
703 0 -1.73758725414126
704 0 -1.8511262353662
705 1 1.62409913699708
706 0 2.39222288795134
707 1 1.20903668390217
708 1 1.17878147863276
709 1 -0.128420999282709
710 0 0.325519484962011
711 0 2.09919134145185
712 0 2.64607601894735
713 1 -0.00130956610882105
714 0 1.44302984729294
715 0 -0.145292905374868
716 0 -0.0956824922346985
717 1 0.210083336603129
718 1 0.364994951340506
719 0 -0.631626290806176
720 1 1.00735876111900
721 1 -0.399864830965205
722 0 0.230567919156413
723 0 -1.34811712778205
724 0 0.490369083088308
725 1 0.573872443888276
726 1 0.689699081794979
727 0 0.49075575411881
728 1 1.91099220188905
729 1 -0.462118910127913
730 1 1.18615917715591
731 0 1.66886381800411
732 0 1.52529682932031
733 0 1.96139538951628
734 0 0.289147080527922
735 1 0.68130014678654
736 0 -2.41214171684957
737 0 0.555010458378229
738 0 -1.21585183571232
739 0 0.115328834258874
740 1 0.0848500081025558
741 0 0.483167134305841
742 0 1.18846113458894
743 1 0.216587863396651
744 0 1.4830685827561
745 1 -0.619495439008369
746 0 -0.0367146763966101
